timestamp	name	type
2018-09-18 22:09:16.168439	BECKS	bier
2018-09-18 22:08:43.075562	Mio-Mio Banana	mate
2018-09-18 21:50:49.725671	MIO-MIO-MATE	mate
2018-09-18 21:32:44.001407	Esch-weger	bier
2018-09-18 21:12:31.129725	Esch-weger	bier
2018-09-18 20:54:02.308409	Mio Mio Cola	cola
2018-09-18 20:02:28.905529	Krombacher Radler	bier
2018-09-18 19:50:37.98012	Krombacher Radler	bier
2018-09-18 19:18:38.638394	BECKS	bier
2018-09-18 19:12:37.243407	Jacobinus Bierspezialität	bier
2018-09-18 19:01:33.616415	Mio-Mio Banana	mate
2018-09-18 18:57:01.144078	MIO-MIO-MATE	mate
2018-09-18 18:47:47.940043	Esch-weger	bier
2018-09-18 18:32:39.063492	Fortuna Apfelschorle	saft
2018-09-18 18:23:40.910705	Jacobinus Bierspezialität	bier
2018-09-18 18:23:21.020031	MIO-MIO-MATE	mate
2018-09-18 18:17:10.890609	Fortuna Apfelschorle	saft
2018-09-18 17:50:58.992363	Mio Mio Cola	cola
2018-09-18 17:30:14.65912	Caldener Medium	wasser
2018-09-18 17:29:10.452942	Jever Fun Alkoholfrei	saft
2018-09-18 17:19:42.129006	MIO-MIO-MATE	mate
2018-09-18 17:13:42.512456	Mio Mio Cola	cola
2018-09-18 16:49:04.349574	Mio Mio Cola	cola
2018-09-18 16:25:32.949463	Jacobinus Bierspezialität	bier
2018-09-18 16:25:22.660048	Jacobinus Bierspezialität	bier
2018-09-16 19:50:53.770819	BECKS	bier
2018-09-16 18:31:20.131748	Jacobinus Bierspezialität	bier
2018-09-16 17:57:25.197883	MIO MIO Ginger	mate
2018-09-16 15:53:04.943032	Fortuna Apfelschorle	saft
2018-09-16 12:30:35.250115	MIO MIO Ginger	mate
2018-09-16 03:17:30.888562	Fortuna Apfelschorle	saft
2018-09-15 22:24:20.378498	MIO MIO Ginger	mate
2018-09-15 20:20:57.169996	MIO-MIO-MATE	mate
2018-09-15 19:20:42.304235	Fortuna Apfelschorle	saft
2018-09-15 16:37:18.635965	Mio Mio Cola	cola
2018-09-15 09:29:09.666172	MIO-MIO-MATE	mate
2018-09-15 01:29:22.096813	BECKS	bier
2018-09-14 22:08:21.289828	Mio Mio Cola	cola
2018-09-14 21:54:31.778823	MIO-MIO-MATE	mate
2018-09-14 20:35:31.156153	Krombacher Radler	bier
2018-09-14 09:32:10.023172	MIO-MIO-MATE	mate
2018-09-12 23:33:44.171407	Jever Fun Alkoholfrei	saft
2018-09-12 22:31:56.858373	JEVER	bier
2018-09-12 22:00:43.062107	JEVER	bier
2018-09-12 21:25:57.434283	MIO-MIO-MATE	mate
2018-09-12 20:40:56.940668	JEVER	bier
2018-09-12 19:41:29.733375	JEVER	bier
2018-09-12 18:51:37.628564	BECKS	bier
2018-09-12 18:49:34.504022	Jacobinus Bierspezialität	bier
2018-09-12 17:55:09.280323	JEVER	bier
2018-09-12 17:53:21.561423	Jacobinus Bierspezialität	bier
2018-09-12 17:52:51.190334	Esch-weger	bier
2018-09-12 17:44:00.656601	Mio Mio Cola	cola
2018-09-12 17:14:54.269094	JEVER	bier
2018-09-12 16:34:43.276821	MIO-MIO-MATE	mate
2018-09-12 00:47:49.184223	Mio Mio Cola	cola
2018-09-12 00:39:51.036484	Mio Mio Cola	cola
2018-09-12 00:21:32.929517	Mio-Mio Banana	mate
2018-09-11 22:48:06.453714	Mio Mio Cola	cola
2018-09-11 22:47:54.917767	Fortuna Apfelschorle	saft
2018-09-11 22:42:22.829684	Krombacher Radler	bier
2018-09-11 22:22:59.789893	Jacobinus Bierspezialität	bier
2018-09-11 20:57:41.840916	Fortuna Apfelschorle	saft
2018-09-11 20:56:57.367862	Mio Mio Cola	cola
2018-09-11 20:49:47.561811	Jever Fun Alkoholfrei	saft
2018-09-11 20:49:00.029354	Krombacher Radler	bier
2018-09-11 20:44:31.904997	Mio Mio Cola	cola
2018-09-11 20:20:27.392254	Mio Mio Cola	cola
2018-09-11 20:17:45.018129	Mio Mio Cola	cola
2018-09-11 19:59:42.484312	BECKS	bier
2018-09-11 19:24:24.571804	Jever Fun Alkoholfrei	saft
2018-09-11 19:23:15.145312	Jever Fun Alkoholfrei	saft
2018-09-11 19:21:07.509914	BECKS	bier
2018-09-11 18:37:27.121476	Fortuna Apfelschorle	saft
2018-09-11 18:30:24.477964	Mio Mio Cola	cola
2018-09-11 18:11:16.057532	Jever Fun Alkoholfrei	saft
2018-09-11 17:56:55.279057	Köstritzer	bier
2018-09-11 17:31:30.126721	Mio Mio Cola	cola
2018-09-11 17:21:17.282976	Fortuna Apfelschorle	saft
2018-09-11 17:06:10.986572	MIO-MIO-MATE	mate
2018-09-11 16:34:23.732797	Mio Mio Cola	cola
2018-09-11 15:17:31.445174	MIO-MIO-MATE	mate
2018-09-10 22:19:26.73759	Jever Fun Alkoholfrei	saft
2018-09-10 21:32:51.668891	JEVER	bier
2018-09-10 20:38:03.904941	JEVER	bier
2018-09-10 19:28:26.102818	Jever Fun Alkoholfrei	saft
2018-09-10 17:43:36.01601	Jever Fun Alkoholfrei	saft
2018-09-10 16:15:38.628525	Mio Mio Cola	cola
2018-09-10 15:18:05.128508	MIO MIO Ginger	mate
2018-09-10 14:48:57.657993	Mio Mio Cola	cola
2018-09-09 23:54:55.822646	JEVER	bier
2018-09-09 23:01:34.763758	JEVER	bier
2018-09-09 21:47:18.191823	JEVER	bier
2018-09-09 20:33:22.991522	MIO MIO Ginger	mate
2018-09-09 20:19:16.965488	Jever Fun Alkoholfrei	saft
2018-09-09 18:57:16.878785	Mio Mio Cola	cola
2018-09-09 18:00:16.378856	Caldener Medium	wasser
2018-09-09 17:54:42.129225	Jever Fun Alkoholfrei	saft
2018-09-09 16:39:24.772013	Mio Mio Cola	cola
2018-09-09 16:10:57.753556	Mio Mio Cola	cola
2018-09-09 15:57:12.167724	MIO-MIO-MATE	mate
2018-09-09 14:51:03.172014	MIO MIO Ginger	mate
2018-09-08 22:49:02.78916	Esch-weger	bier
2018-09-08 19:14:54.031921	Krombacher Radler	bier
2018-09-07 23:20:53.213158	MIO MIO Ginger	mate
2018-09-07 21:59:09.847627	Fortuna Apfelschorle	saft
2018-09-07 21:50:57.993525	JEVER	bier
2018-09-07 21:04:59.85949	Jacobinus Bierspezialität	bier
2018-09-07 20:59:11.299943	Jever Fun Alkoholfrei	saft
2018-09-07 20:25:53.241586	Mio Mio Cola	cola
2018-09-07 18:16:53.441913	MIO MIO Ginger	mate
2018-09-07 17:44:44.292824	Jever Fun Alkoholfrei	saft
2018-09-07 17:44:34.899344	Jever Fun Alkoholfrei	saft
2018-09-07 17:25:23.251583	JEVER	bier
2018-09-07 17:09:12.758091	MIO MIO Ginger	mate
2018-09-07 10:20:58.855204	MIO MIO Ginger	mate
2018-09-06 20:18:10.605943	Fortuna Apfelschorle	saft
2018-09-06 17:47:00.341952	MIO MIO Ginger	mate
2018-09-06 06:45:42.35799	MIO MIO Ginger	mate
2018-09-05 16:16:59.076644	Mio Mio Cola	cola
2018-09-05 01:04:45.594853	Fortuna Apfelschorle	saft
2018-09-04 21:59:33.483729	Jever Fun Alkoholfrei	saft
2018-09-04 21:54:10.505684	MIO MIO Ginger	mate
2018-09-04 21:51:55.494788	Krombacher Radler	bier
2018-09-04 21:51:49.164705	Waldecker Sport	saft
2018-09-04 21:50:32.377586	MIO MIO Ginger	mate
2018-09-04 21:35:57.953453	BECKS	bier
2018-09-04 21:32:12.3058	BECKS	bier
2018-09-04 20:53:21.701494	BECKS	bier
2018-09-04 20:22:31.918272	Fortuna Apfelschorle	saft
2018-09-04 20:19:57.956256	Jacobinus Bierspezialität	bier
2018-09-04 20:19:47.301641	Jever Fun Alkoholfrei	saft
2018-09-04 20:16:57.062345	Jacobinus Bierspezialität	bier
2018-09-04 20:12:04.574716	Jacobinus Bierspezialität	bier
2018-09-04 20:04:59.129217	BECKS	bier
2018-09-04 19:24:30.270778	Esch-weger	bier
2018-09-04 19:22:12.734847	Köstritzer	bier
2018-09-04 19:21:20.009283	BECKS	bier
2018-09-04 19:19:37.2202	Jever Fun Alkoholfrei	saft
2018-09-04 19:19:14.670652	BECKS	bier
2018-09-04 19:11:02.799358	Waldecker Sport	saft
2018-09-04 18:57:04.763658	Mio Mio Cola	cola
2018-09-04 18:52:05.340663	Caldener Medium	wasser
2018-09-04 18:44:35.473894	Jacobinus Bierspezialität	bier
2018-09-04 18:40:20.075583	Mio Mio Cola	cola
2018-09-04 18:39:27.899695	Jever Fun Alkoholfrei	saft
2018-09-04 18:38:04.863519	Mio Mio Cola	cola
2018-09-04 18:35:19.220883	Mio Mio Cola	cola
2018-09-04 18:34:48.679738	Fortuna Apfelschorle	saft
2018-09-04 18:33:53.584917	Fortuna Apfelschorle	saft
2018-09-04 18:31:31.622126	BECKS	bier
2018-09-04 17:27:48.356497	Jever Fun Alkoholfrei	saft
2018-09-03 23:16:20.703001	Jever Fun Alkoholfrei	saft
2018-09-03 20:28:42.28945	Jever Fun Alkoholfrei	saft
2018-09-03 18:22:27.98499	Jever Fun Alkoholfrei	saft
2018-09-02 21:33:11.5221	JEVER	bier
2018-09-02 19:33:03.48541	Jever Fun Alkoholfrei	saft
2018-09-02 16:28:01.201176	Jacobinus Bierspezialität	bier
2018-09-02 16:25:58.664738	Jever Fun Alkoholfrei	saft
2018-09-02 10:42:02.920239	Caldener Medium	wasser
2018-09-01 23:16:17.610978	BECKS	bier
2018-09-01 21:46:29.534858	Jacobinus Bierspezialität	bier
2018-09-01 21:46:03.88693	Köstritzer	bier
2018-09-01 21:33:22.303085	Jever Fun Alkoholfrei	saft
2018-09-01 21:12:18.893392	BECKS	bier
2018-09-01 20:49:08.619736	Jacobinus Bierspezialität	bier
2018-09-01 20:08:27.681103	Köstritzer	bier
2018-09-01 20:06:39.758797	Jacobinus Bierspezialität	bier
2018-09-01 20:03:54.115754	Esch-weger	bier
2018-09-01 19:52:09.141254	Bionade Ingwer-Orange	saft
2018-09-01 19:46:35.749997	Bionade Ingwer-Orange	saft
2018-09-01 19:42:09.517427	Mio-Mio Banana	mate
2018-09-01 19:42:06.665175	Mio-Mio Banana	mate
2018-09-01 19:38:14.550624	Bionade Ingwer-Orange	saft
2018-09-01 19:08:25.202902	BECKS	bier
2018-09-01 18:50:17.627194	Bionade Ingwer-Orange	saft
2018-09-01 18:14:10.964541	Esch-weger	bier
2018-09-01 18:13:54.83704	Köstritzer	bier
2018-09-01 17:19:59.62744	Bionade Ingwer-Orange	saft
2018-09-01 17:15:18.55264	Jever Fun Alkoholfrei	saft
2018-09-01 15:57:46.118227	Jever Fun Alkoholfrei	saft
2018-09-01 13:36:23.81384	MIO-MIO-MATE	mate
2018-08-30 16:28:30.257788	MIO MIO Ginger	mate
2018-08-29 18:10:25.156753	MIO MIO Ginger	mate
2018-08-29 00:53:44.967108	MIO MIO Ginger	mate
2018-08-28 22:29:45.408285	Jacobinus Bierspezialität	bier
2018-08-28 21:43:33.301652	Jever Fun Alkoholfrei	saft
2018-08-28 21:33:40.775263	BECKS	bier
2018-08-28 21:06:30.621588	MIO MIO Ginger	mate
2018-08-28 20:55:18.805523	MIO MIO Ginger	mate
2018-08-28 20:45:49.177191	BECKS	bier
2018-08-28 20:38:04.614399	Esch-weger	bier
2018-08-28 20:37:55.51006	Esch-weger	bier
2018-08-28 20:32:15.356414	MIO-MIO-MATE	mate
2018-08-28 20:32:05.52015	MIO MIO Ginger	mate
2018-08-28 20:22:19.79465	Jever Fun Alkoholfrei	saft
2018-08-28 20:14:50.224804	Esch-weger	bier
2018-08-28 20:06:36.545353	BECKS	bier
2018-08-28 20:02:00.13819	Köstritzer	bier
2018-08-28 19:50:42.70712	Esch-weger	bier
2018-08-28 19:18:18.937384	Esch-weger	bier
2018-08-28 19:11:28.482122	BECKS	bier
2018-08-28 19:10:49.606975	Jever Fun Alkoholfrei	saft
2018-08-28 19:05:19.679535	Jacobinus Bierspezialität	bier
2018-08-28 18:42:54.506399	Jacobinus Bierspezialität	bier
2018-08-28 18:34:23.774748	Köstritzer	bier
2018-08-28 18:24:49.169332	Jacobinus Bierspezialität	bier
2018-08-28 18:24:02.188026	MIO MIO Ginger	mate
2018-08-28 18:12:56.721555	Esch-weger	bier
2018-08-28 17:45:43.078812	MIO MIO Ginger	mate
2018-08-28 17:39:54.989063	Esch-weger	bier
2018-08-28 17:36:31.519349	Mio-Mio Banana	mate
2018-08-28 17:34:13.630527	Esch-weger	bier
2018-08-28 16:49:56.26392	MIO-MIO-MATE	mate
2018-08-28 16:33:46.742739	MIO MIO Ginger	mate
2018-08-28 11:12:03.410553	Mio-Mio Banana	mate
2018-08-27 23:54:11.263692	Jever Fun Alkoholfrei	saft
2018-08-27 20:26:24.028435	Jever Fun Alkoholfrei	saft
2018-08-27 18:00:47.200053	Mio-Mio Banana	mate
2018-08-26 21:16:01.370024	Jever Fun Alkoholfrei	saft
2018-08-26 20:09:47.084926	Jever Fun Alkoholfrei	saft
2018-08-26 19:12:48.518948	Jever Fun Alkoholfrei	saft
2018-08-26 18:49:43.819234	BECKS	bier
2018-08-26 17:56:45.002113	Jever Fun Alkoholfrei	saft
2018-08-26 16:55:24.859713	Mio-Mio Banana	mate
2018-08-26 15:44:46.06371	Caldener Medium	wasser
2018-08-26 13:05:17.268942	Mio-Mio Banana	mate
2018-08-26 10:16:38.03215	MIO MIO Ginger	mate
2018-08-26 10:16:31.132133	MIO MIO Ginger	mate
2018-08-26 10:16:18.362716	MIO MIO Ginger	mate
2018-08-26 09:58:35.40439	MIO MIO Ginger	mate
2018-08-26 00:12:33.291473	MIO MIO Ginger	mate
2018-08-25 20:38:35.613698	MIO MIO Ginger	mate
2018-08-25 20:23:52.1074	MIO MIO Ginger	mate
2018-08-25 15:52:04.791855	MIO MIO Ginger	mate
2018-08-25 00:01:14.499737	Esch-weger	bier
2018-08-24 22:28:44.861063	Esch-weger	bier
2018-08-24 21:39:07.598352	MIO MIO Ginger	mate
2018-08-24 21:17:45.112524	Jacobinus Bierspezialität	bier
2018-08-24 21:13:24.646102	Caldener Medium	wasser
2018-08-24 19:59:51.167622	MIO MIO Ginger	mate
2018-08-24 16:13:15.994935	MIO MIO Ginger	mate
2018-08-24 14:01:36.01522	MIO MIO Ginger	mate
2018-08-24 11:31:59.3316	Caldener Medium	wasser
2018-08-23 21:32:37.333407	Esch-weger	bier
2018-08-23 14:13:48.196589	MIO MIO Ginger	mate
2018-08-23 14:09:33.052106	MIO-MIO-MATE	mate
2018-08-23 11:35:06.747775	MIO-MIO-MATE	mate
2018-08-23 10:10:59.652438	Caldener Medium	wasser
2018-08-22 20:23:41.599947	Mio Mio Cola	cola
2018-08-22 18:10:16.722531	MIO-MIO-MATE	mate
2018-08-22 17:49:30.269821	MIO MIO Ginger	mate
2018-08-21 22:46:47.979345	MIO-MIO-MATE	mate
2018-08-21 21:36:11.188838	MIO-MIO-MATE	mate
2018-08-21 21:35:58.904552	Jacobinus Bierspezialität	bier
2018-08-21 21:35:47.802664	Jacobinus Bierspezialität	bier
2018-08-21 21:35:35.000405	Esch-weger	bier
2018-08-21 20:33:40.177845	Esch-weger	bier
2018-08-21 20:15:42.094728	MIO MIO Ginger	mate
2018-08-21 20:15:28.518301	MIO MIO Ginger	mate
2018-08-21 19:59:12.62352	Köstritzer	bier
2018-08-21 19:54:46.007731	MIO-MIO-MATE	mate
2018-08-21 19:46:14.356476	MIO MIO Ginger	mate
2018-08-21 19:43:29.103245	MIO MIO Ginger	mate
2018-08-21 19:29:01.102353	Esch-weger	bier
2018-08-21 19:28:39.36882	Jacobinus Bierspezialität	bier
2018-08-21 19:26:01.276639	MIO-MIO-MATE	mate
2018-08-21 19:22:32.550276	Jacobinus Bierspezialität	bier
2018-08-21 19:21:26.671731	JEVER	bier
2018-08-21 18:47:46.339104	Caldener Medium	wasser
2018-08-21 18:33:22.162413	Mio-Mio Banana	mate
2018-08-21 18:26:38.839593	Caldener Medium	wasser
2018-08-21 18:15:19.714554	Esch-weger	bier
2018-08-21 18:15:04.067451	Jacobinus Bierspezialität	bier
2018-08-21 17:40:57.642005	Jever Fun Alkoholfrei	saft
2018-08-21 17:37:01.210503	Mio-Mio Banana	mate
2018-08-19 12:11:11.456122	MIO-MIO-MATE	mate
2018-08-19 11:22:01.946147	Club-Mate	mate
2018-08-19 11:05:09.557025	Club-Mate	mate
2018-08-18 18:39:24.413226	MIO-MIO-MATE	mate
2018-08-17 20:43:37.975518	MIO MIO Ginger	mate
2018-08-17 14:18:17.409523	MIO MIO Ginger	mate
2018-08-16 20:05:50.165042	MIO-MIO-MATE	mate
2018-08-15 20:20:13.444134	MIO-MIO-MATE	mate
2018-08-15 17:43:21.092143	Mio-Mio Banana	mate
2018-08-15 17:31:12.429479	MIO MIO Ginger	mate
2018-08-15 16:42:08.834113	Club-Mate	mate
2018-08-15 14:20:02.248936	Club-Mate	mate
2018-08-15 14:19:52.14218	Jacobinus Bierspezialität	bier
2018-08-15 14:19:43.106054	Jacobinus Bierspezialität	bier
2018-08-15 14:19:31.710884	Jacobinus Bierspezialität	bier
2018-08-14 23:06:08.467331	Köstritzer	bier
2018-08-14 22:39:19.787972	Jacobinus Bierspezialität	bier
2018-08-14 22:04:00.198712	Esch-weger	bier
2018-08-14 22:03:48.202054	Jacobinus Bierspezialität	bier
2018-08-14 22:03:34.362074	Köstritzer	bier
2018-08-14 21:47:00.584552	JEVER	bier
2018-08-14 21:42:08.04788	MIO-MIO-MATE	mate
2018-08-14 21:09:30.796186	JEVER	bier
2018-08-14 20:59:34.421854	Fortuna Apfelschorle	saft
2018-08-14 20:21:16.707389	MIO-MIO-MATE	mate
2018-08-14 20:15:45.929063	JEVER	bier
2018-08-14 20:02:10.673181	MIO MIO Ginger	mate
2018-08-14 20:01:52.801476	Fortuna Apfelschorle	saft
2018-08-14 19:06:31.161725	Fortuna Apfelschorle	saft
2018-08-14 19:00:42.327763	JEVER	bier
2018-08-14 19:00:30.585555	JEVER	bier
2018-08-14 18:40:30.382767	Mio-Mio Banana	mate
2018-08-14 17:50:12.449997	MIO MIO Ginger	mate
2018-08-14 17:41:19.80618	Caldener Medium	wasser
2018-08-14 16:16:07.58887	MIO-MIO-MATE	mate
2018-08-14 16:05:20.236651	MIO MIO Ginger	mate
2018-08-13 22:00:16.13507	Waldecker Sport	saft
2018-08-13 19:43:21.936918	MIO-MIO-MATE	mate
2018-08-13 15:32:07.49828	Club-Mate	mate
2018-08-13 15:29:18.715138	MIO MIO Ginger	mate
2018-08-13 14:53:43.613572	Caldener Medium	wasser
2018-08-13 13:10:02.627329	Club-Mate	mate
2018-08-12 20:00:10.217141	Fortuna Apfelschorle	saft
2018-08-12 19:21:51.642824	MIO-MIO-MATE	mate
2018-08-12 18:38:58.262434	MIO MIO Ginger	mate
2018-08-12 16:51:44.867026	JEVER	bier
2018-08-12 16:51:29.660534	Jacobinus Bierspezialität	bier
2018-08-12 16:20:44.762432	Caldener Medium	wasser
2018-08-11 23:22:32.679678	MIO MIO Ginger	mate
2018-08-11 16:59:36.83761	Jacobinus Bierspezialität	bier
2018-08-11 16:34:10.278112	Jacobinus Bierspezialität	bier
2018-08-11 16:19:13.962977	JEVER	bier
2018-08-11 14:20:35.558031	Club-Mate	mate
2018-08-11 14:20:27.096529	MIO MIO Ginger	mate
2018-08-10 20:16:37.243517	Fortuna Apfelschorle	saft
2018-08-10 20:07:42.545458	Mio-Mio Banana	mate
2018-08-10 19:19:58.897628	Waldecker Sport	saft
2018-08-10 19:05:52.473532	Fortuna Apfelschorle	saft
2018-08-10 17:37:44.440853	MIO-MIO-MATE	mate
2018-08-10 17:26:20.895101	MIO MIO Ginger	mate
2018-08-09 19:24:11.387688	MIO-MIO-MATE	mate
2018-08-09 15:56:44.793415	Fortuna Apfelschorle	saft
2018-08-09 15:35:13.744253	Caldener Medium	wasser
2018-08-09 15:04:50.992656	MIO MIO Ginger	mate
2018-08-08 18:35:36.837798	Waldecker Sport	saft
2018-08-08 16:08:40.249879	MIO MIO Ginger	mate
2018-08-07 22:36:13.817268	MIO MIO Ginger	mate
2018-08-07 22:33:57.677419	Esch-weger	bier
2018-08-07 21:14:23.355346	Köstritzer	bier
2018-08-07 20:35:03.987075	Esch-weger	bier
2018-08-07 20:34:52.087472	Esch-weger	bier
2018-08-07 20:24:07.671247	Jever Fun Alkoholfrei	saft
2018-08-07 20:04:17.36325	MIO-MIO-MATE	mate
2018-08-07 20:03:58.621562	Esch-weger	bier
2018-08-07 19:36:09.637447	Jever Fun Alkoholfrei	saft
2018-08-07 19:20:25.191533	MIO MIO Ginger	mate
2018-08-07 19:19:51.202888	MIO-MIO-MATE	mate
2018-08-07 19:19:29.849581	Jacobinus Bierspezialität	bier
2018-08-07 19:19:06.028963	Jacobinus Bierspezialität	bier
2018-08-07 19:09:05.764861	Jever Fun Alkoholfrei	saft
2018-08-07 18:56:28.657111	MIO MIO Ginger	mate
2018-08-07 18:18:36.76788	Jever Fun Alkoholfrei	saft
2018-08-07 18:18:27.422872	Jacobinus Bierspezialität	bier
2018-08-07 18:10:26.721359	Esch-weger	bier
2018-08-07 18:07:50.883451	MIO MIO Ginger	mate
2018-08-07 18:02:38.389407	Mio-Mio Banana	mate
2018-08-07 17:54:54.559959	Jever Fun Alkoholfrei	saft
2018-08-07 17:37:04.82603	Jever Fun Alkoholfrei	saft
2018-08-07 17:21:59.759318	BECKS	bier
2018-08-07 17:15:12.888769	Club-Mate	mate
2018-08-07 17:06:09.383354	Club-Mate	mate
2018-08-07 17:05:30.050592	Mio-Mio Banana	mate
2018-08-07 17:04:40.936542	Esch-weger	bier
2018-08-07 16:58:47.704336	Club-Mate	mate
2018-08-07 16:58:38.724224	Club-Mate	mate
2018-08-07 16:58:18.664959	Club-Mate	mate
2018-08-07 16:47:12.222409	Club-Mate	mate
2018-08-07 16:22:43.134318	Club-Mate	mate
2018-08-07 14:46:26.287407	Club-Mate	mate
2018-08-05 00:35:09.475994	MIO MIO Ginger	mate
2018-08-04 21:21:17.688893	BECKS	bier
2018-08-04 20:20:50.671885	BECKS	bier
2018-08-04 19:38:11.717558	Club-Mate	mate
2018-08-03 21:26:14.428185	Esch-weger	bier
2018-08-03 20:56:02.034417	Mio-Mio Banana	mate
2018-08-03 20:55:59.451837	Mio-Mio Banana	mate
2018-08-03 20:55:52.278901	Club-Mate	mate
2018-08-03 20:32:56.689019	MIO MIO Ginger	mate
2018-08-03 17:21:55.297557	MIO-MIO-MATE	mate
2018-08-02 20:11:25.722144	BECKS	bier
2018-08-02 19:53:49.594221	MIO MIO Ginger	mate
2018-08-01 20:03:48.811632	BECKS	bier
2018-08-01 19:43:34.965664	Mio-Mio Banana	mate
2018-08-01 19:11:55.474076	BECKS	bier
2018-08-01 18:30:48.036489	Mio-Mio Banana	mate
2018-08-01 01:12:37.89207	Esch-weger	bier
2018-07-31 22:59:51.179434	Esch-weger	bier
2018-07-31 21:56:13.307828	Esch-weger	bier
2018-07-31 21:19:39.954393	BECKS	bier
2018-07-31 21:18:30.094831	Köstritzer	bier
2018-07-31 21:07:29.345346	MIO-MIO-MATE	mate
2018-07-31 20:49:09.498009	Köstritzer	bier
2018-07-31 20:10:27.239845	Caldener Medium	wasser
2018-07-31 19:58:58.530325	BECKS	bier
2018-07-31 19:50:32.368247	Jacobinus Bierspezialität	bier
2018-07-31 19:48:20.5354	Jacobinus Bierspezialität	bier
2018-07-31 19:41:07.251847	Jever Fun Alkoholfrei	saft
2018-07-31 19:11:24.368444	Jever Fun Alkoholfrei	saft
2018-07-31 19:03:00.643372	BECKS	bier
2018-07-31 19:01:12.971973	BECKS	bier
2018-07-31 18:57:27.134653	Jacobinus Bierspezialität	bier
2018-07-31 18:48:52.328801	Apfelschorle	saft
2018-07-31 18:35:33.826457	Jever Fun Alkoholfrei	saft
2018-07-31 18:33:38.269309	Mio-Mio Banana	mate
2018-07-31 18:31:13.79689	BECKS	bier
2018-07-31 18:09:40.865935	Esch-weger	bier
2018-07-31 18:07:25.385838	BECKS	bier
2018-07-31 18:05:57.04708	Köstritzer	bier
2018-07-31 18:05:31.418484	BECKS	bier
2018-07-31 17:04:38.106875	Club-Mate	mate
2018-07-31 16:56:20.805599	MIO-MIO-MATE	mate
2018-07-31 16:54:39.279731	BECKS	bier
2018-07-31 16:54:27.204174	MIO MIO Ginger	mate
2018-07-31 16:52:25.023121	MIO-MIO-MATE	mate
2018-07-31 16:46:52.833191	Apfelschorle	saft
2018-07-31 16:39:46.220983	MIO MIO Ginger	mate
2018-07-31 16:10:38.939291	MIO MIO Ginger	mate
2018-07-31 15:52:56.698607	Club-Mate	mate
2018-07-31 15:22:38.488288	MIO MIO Ginger	mate
2018-07-30 18:37:10.215175	Caldener Medium	wasser
2018-07-29 22:31:36.327772	MIO-MIO-MATE	mate
2018-07-29 19:02:56.455565	MIO MIO Ginger	mate
2018-07-28 12:17:14.159965	Club-Mate	mate
2018-07-28 00:10:31.618678	Jacobinus Bierspezialität	bier
2018-07-28 00:06:19.956893	Jacobinus Bierspezialität	bier
2018-07-27 23:41:10.593719	Köstritzer	bier
2018-07-27 23:39:21.942752	Jacobinus Bierspezialität	bier
2018-07-27 23:09:41.85029	Köstritzer	bier
2018-07-27 23:09:14.039696	Club-Mate	mate
2018-07-27 21:54:58.69243	Mio-Mio Banana	mate
2018-07-27 21:45:42.636388	MIO-MIO-MATE	mate
2018-07-27 21:37:42.045794	MIO MIO Ginger	mate
2018-07-27 18:40:01.05626	Apfelschorle	saft
2018-07-27 17:33:20.355669	MIO MIO Ginger	mate
2018-07-27 16:03:45.21771	Club-Mate	mate
2018-07-27 16:03:32.925084	MIO-MIO-MATE	mate
2018-07-24 22:57:24.954535	Mio-Mio Banana	mate
2018-07-24 22:22:00.590406	Jever Fun Alkoholfrei	saft
2018-07-24 22:14:49.288364	Jacobinus Bierspezialität	bier
2018-07-24 22:14:34.489086	Jever Fun Alkoholfrei	saft
2018-07-24 21:14:41.618759	Jever Fun Alkoholfrei	saft
2018-07-24 21:14:31.822436	Jacobinus Bierspezialität	bier
2018-07-24 21:13:49.064526	Mio-Mio Banana	mate
2018-07-24 20:30:25.573518	Köstritzer	bier
2018-07-24 20:12:15.088409	BECKS	bier
2018-07-24 20:06:50.894684	Jever Fun Alkoholfrei	saft
2018-07-24 20:06:42.413145	Jever Fun Alkoholfrei	saft
2018-07-24 19:47:26.435996	MIO MIO Ginger	mate
2018-07-24 19:28:54.627154	Jever Fun Alkoholfrei	saft
2018-07-24 19:13:48.095244	BECKS	bier
2018-07-24 19:08:19.720902	MIO MIO Ginger	mate
2018-07-24 18:34:22.595016	MIO-MIO-MATE	mate
2018-07-24 18:34:16.034681	Mio-Mio Banana	mate
2018-07-24 18:34:05.207386	Jacobinus Bierspezialität	bier
2018-07-24 18:22:26.79003	BECKS	bier
2018-07-24 18:03:40.909279	Mio Mio Cola	cola
2018-07-24 17:42:32.811889	Caldener Medium	wasser
2018-07-24 17:17:00.296945	Apfelschorle	saft
2018-07-24 17:00:49.885509	Apfelschorle	saft
2018-07-24 16:29:01.123058	MIO MIO Ginger	mate
2018-07-24 16:19:15.075238	Waldecker Sport	saft
2018-07-24 15:56:28.184764	Club-Mate	mate
2018-07-23 18:49:02.838735	MIO-MIO-MATE	mate
2018-07-23 17:42:17.590816	MIO-MIO-MATE	mate
2018-07-23 16:40:10.477571	MIO-MIO-MATE	mate
2018-07-22 23:19:37.017308	Apfelschorle	saft
2018-07-22 22:07:11.180486	MIO-MIO-MATE	mate
2018-07-22 19:46:54.430519	MIO MIO Ginger	mate
2018-07-22 01:19:07.612869	Club-Mate	mate
2018-07-22 01:03:38.00661	Apfelschorle	saft
2018-07-21 23:46:38.462525	MIO-MIO-MATE	mate
